Image,PSNR,SSIM,MAE
Patient_001_2_aug_1,37.23270872760396,0.9938358714817833,0.0016659007352941176
Patient_001_2_aug_2,35.21452916049451,0.9905981629578157,0.0016510009765625
Patient_001_2_aug_3,32.69125996928195,0.9902692594566074,0.0017377267476000817
Patient_001_3_aug_1,41.80762794772257,0.9909743134628859,0.0009462244370404411
Patient_001_3_aug_2,35.08079894679805,0.9879505822093543,0.002252596188214868
Patient_001_3_aug_3,42.43039923865509,0.9925444833095453,0.0008481892105800653
Patient_001_4_aug_1,29.74993156573055,0.9471532340083915,0.005800653594771243
Patient_001_4_aug_2,39.67505767805258,0.9868665299692388,0.0013791751238255718
Patient_001_4_aug_3,41.17347882252071,0.9899071859165135,0.0010908338758680554
Patient_001_5_aug_1,43.34561627884597,0.9936440956686249,0.0009129144007863562
Patient_001_5_aug_2,38.4621064794124,0.9842609400331387,0.0014794642629187085
Patient_001_5_aug_3,40.69121991263703,0.9923146687792924,0.001003848805147059
Patient_001_6_aug_1,42.504554962051714,0.9936671783146088,0.000857883029513889
Patient_001_6_aug_2,42.97280765301667,0.9949441110779288,0.0008142807904411765
Patient_001_6_aug_3,38.904947877305936,0.989874377101105,0.0018149182687397872
Patient_002_1_aug_1,32.641946875603615,0.9871858660752874,0.002536968156403186
Patient_002_1_aug_2,33.340946487061856,0.9927290983891246,0.0021214703329248373
Patient_002_1_aug_3,38.632233038074595,0.9923775573228598,0.001559787326388889
Patient_002_2_aug_1,36.24610434004043,0.9907461935248457,0.0021043565538194447
Patient_002_2_aug_2,32.85928666130485,0.9797254210153364,0.0033135308159722224
Patient_002_2_aug_3,34.0555161646224,0.9844284641353084,0.005085963828890928
Patient_002_3_aug_1,35.15043826071923,0.9761796715431098,0.0035504110498366013
Patient_002_3_aug_2,37.88825803506483,0.9904950351221755,0.0020577225030637253
Patient_002_3_aug_3,39.450434668518014,0.9937068875388242,0.001128552006740196
Patient_003_1_aug_1,39.44773557577293,0.9845450608820642,0.0013665093315972222
Patient_003_1_aug_2,38.414152625378236,0.9863173765384982,0.0028062010123059643
Patient_003_1_aug_3,36.45862304343578,0.9796915503370484,0.002186514661203023
Patient_003_2_aug_1,31.680050930264684,0.9830508487869772,0.003828001333997143
Patient_003_2_aug_2,37.5781849647887,0.9885873495261848,0.002416952295241015
Patient_003_2_aug_3,41.3680735023679,0.9895646097470953,0.0012312346813725488
Patient_003_3_aug_1,39.07255779001044,0.9875205528310889,0.0020476098154105396
Patient_003_3_aug_2,34.51353773381135,0.9775785022931106,0.003338363747191585
Patient_003_3_aug_3,30.551792584074335,0.9876622130281235,0.0029167624080882345
Patient_003_4_aug_1,36.38864999711072,0.9865703762225814,0.0020845899394914217
Patient_003_4_aug_2,37.10471385491979,0.9828445979348001,0.0033690608404820257
Patient_003_4_aug_3,34.577226220004604,0.9866846077112665,0.0019148084852430563
Patient_004_2_aug_1,35.361584535737165,0.9722013050111243,0.0037083445031658494
Patient_004_2_aug_2,36.936729744094514,0.9868071187149909,0.0022344851026348035
Patient_004_2_aug_3,39.32788448803522,0.9915884842967571,0.0014455159505208333
Patient_004_3_aug_1,32.41798804075802,0.9858871309486709,0.004379591599009395
Patient_004_3_aug_2,39.40892837988856,0.9909252918669503,0.001572133980545343
Patient_004_3_aug_3,36.46707071742397,0.9819073655475381,0.0032927070567810453
Patient_005_4_aug_1,34.50951643987855,0.9742096876480248,0.002739640778186275
Patient_005_4_aug_2,35.127076895067916,0.9815829597524849,0.0022234947852839055
Patient_005_4_aug_3,30.07524687222965,0.9169730127743398,0.009476745206546162
Patient_005_5_aug_1,37.46557515120217,0.9855448068679266,0.00266320720996732
Patient_005_5_aug_2,36.942320872926175,0.9835705902792785,0.0017440097783905228
Patient_005_5_aug_3,33.67649122424573,0.9633007460934743,0.003578634823069853
Patient_006_5_aug_1,32.17517606950962,0.9708694255056466,0.004315983392054737
Patient_006_5_aug_2,37.333773831328365,0.9774042801269353,0.002219565397773693
Patient_006_5_aug_3,36.83245607606713,0.9850317822320682,0.0023167429406658496
Patient_006_6_aug_1,29.7433151617045,0.9300593803053263,0.007540933446946489
Patient_006_6_aug_2,35.59600666540161,0.978538914433763,0.0032479678883272057
Patient_006_6_aug_3,36.79315712442525,0.9843680204943528,0.002852755278543709
Patient_007_5_aug_1,38.663270253109935,0.9732266040291527,0.002246213426776961
Patient_007_5_aug_2,37.02101127903669,0.9745810001528191,0.0023353127872242645
Patient_007_5_aug_3,39.93893951513513,0.9833188447478648,0.0018974952448427285
Patient_007_6_aug_1,36.01896800223447,0.9757554953869221,0.003087301815257354
Patient_007_6_aug_2,40.23709577036672,0.9821253575592266,0.0017386243234272876
Patient_007_6_aug_3,34.895013353297955,0.9750537013060514,0.0034846087686376628
Patient_007_7_aug_1,35.01258728479727,0.9587693015209383,0.004468152413960376
Patient_007_7_aug_2,36.90142885382254,0.9838951350157035,0.0020160749846813725
Patient_007_7_aug_3,36.151282446991836,0.9761908624489739,0.0026406680836397055
Patient_008_1_aug_1,30.89071396059465,0.9551235702825392,0.00553808274611928
Patient_008_1_aug_2,37.375661078092904,0.9794570887120077,0.002119056851256127
Patient_008_1_aug_3,33.538018937144244,0.9764912911147973,0.003300007340175654
Patient_008_2_aug_1,31.508509783408662,0.9736545200211179,0.0055591059666053955
Patient_008_2_aug_2,34.70639406505364,0.9569123452167827,0.004169818155126633
Patient_008_2_aug_3,33.10428126695436,0.974537372881934,0.004112413194444444
Patient_008_3_aug_1,32.301800630534764,0.9622823104348649,0.004531261967677697
Patient_008_3_aug_2,32.59076809684136,0.9645252232750364,0.0041722116906658495
Patient_008_3_aug_3,35.42743624032462,0.9801219233275011,0.003783501519097224
Patient_009_1_aug_1,41.74942034846694,0.992812416103452,0.001230755974264706
Patient_009_5_aug_1,38.89309743413391,0.9863560897635303,0.0022024117264093134
Patient_009_5_aug_2,40.48994906970818,0.9925823992608933,0.0016631082771650322
Patient_009_5_aug_3,40.370426745283645,0.9903341642220651,0.0016580220141441994
Patient_009_6_aug_1,40.89556764144314,0.992028283428683,0.0012148589090584152
